               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.092244,           0.0063567,            0.043333,          0.00033085,             0.12785,          0.00040514,          0.00011055,            0.091681,           0.0031561,               0.042,            0.070036,           0.0033294,           0.0033294
