               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.042029,            0.042446,           0.0067726,             0.46146,             0.42706,             0.41371,             0.22038,            0.041725,            0.029748,           0.0072023,            0.006535,            0.006535,            0.006535
                  37,            0.041612,            0.042204,           0.0069611,             0.39563,             0.43956,             0.41105,             0.19717,            0.042338,            0.030421,           0.0075439,            0.006436,            0.006436,            0.006436
                  38,            0.042203,            0.043681,           0.0068863,             0.41121,              0.4439,             0.41315,             0.21431,            0.043857,            0.030339,           0.0072721,            0.006337,            0.006337,            0.006337
                  39,            0.041949,            0.042542,           0.0064163,             0.42554,             0.47162,             0.41525,             0.21795,            0.041706,            0.029937,            0.007043,            0.006238,            0.006238,            0.006238
                  40,             0.04158,             0.04212,           0.0063903,             0.42296,             0.45157,             0.39518,             0.21603,            0.042065,            0.030171,           0.0073091,            0.006139,            0.006139,            0.006139
                  41,            0.041133,            0.043013,           0.0068979,             0.38615,             0.48934,             0.39043,             0.20131,             0.04107,            0.030367,           0.0073378,             0.00604,             0.00604,             0.00604
                  42,            0.041027,            0.042683,           0.0060723,             0.56704,             0.43643,             0.36337,             0.18727,            0.042365,            0.030536,           0.0075241,            0.005941,            0.005941,            0.005941
                  43,            0.041386,            0.042214,           0.0066729,             0.39433,             0.45531,             0.38419,             0.19922,             0.04099,            0.030754,           0.0070687,            0.005842,            0.005842,            0.005842
                  44,            0.040954,             0.04201,           0.0063334,              0.4286,             0.46942,              0.3913,             0.20326,            0.042297,            0.030367,           0.0069771,            0.005743,            0.005743,            0.005743
                  45,            0.040549,            0.041675,           0.0062075,              0.4171,             0.47633,             0.40156,             0.20769,            0.041887,            0.030302,           0.0067507,            0.005644,            0.005644,            0.005644
                  46,            0.040542,            0.042452,           0.0059465,             0.42439,             0.46164,             0.40869,             0.20412,            0.040856,            0.030254,           0.0065931,            0.005545,            0.005545,            0.005545
                  47,             0.04004,            0.041703,           0.0055223,             0.45348,             0.45264,             0.41096,             0.21123,            0.041319,            0.030146,           0.0069859,            0.005446,            0.005446,            0.005446
                  48,            0.039939,            0.040791,           0.0057252,             0.40569,              0.4942,              0.4058,             0.21571,            0.040856,            0.030707,           0.0069711,            0.005347,            0.005347,            0.005347
                  49,            0.039695,            0.041991,            0.005862,             0.41502,             0.45924,             0.38516,             0.20153,            0.042585,             0.03086,           0.0071727,            0.005248,            0.005248,            0.005248
                  50,             0.04019,            0.041339,           0.0067216,             0.42049,             0.48792,             0.43526,             0.23662,            0.041176,            0.030303,           0.0072079,            0.005149,            0.005149,            0.005149
                  51,            0.039254,            0.040767,           0.0056661,             0.44404,             0.45252,             0.43142,              0.2257,            0.041512,            0.029983,           0.0074049,             0.00505,             0.00505,             0.00505
                  52,            0.039727,            0.041161,           0.0059945,             0.43075,             0.44841,             0.41427,             0.22228,            0.041187,            0.030809,           0.0078402,            0.004951,            0.004951,            0.004951
                  53,            0.038521,            0.040506,           0.0057138,             0.40543,             0.46202,             0.39382,             0.20347,            0.043422,            0.030274,           0.0078719,            0.004852,            0.004852,            0.004852
                  54,            0.039316,            0.040833,           0.0057892,             0.42666,             0.48126,             0.42618,             0.22652,            0.041734,            0.030078,           0.0071008,            0.004753,            0.004753,            0.004753
                  55,            0.038509,            0.041408,           0.0056682,             0.45244,             0.48021,             0.41448,             0.21067,            0.041736,            0.030746,           0.0072385,            0.004654,            0.004654,            0.004654
                  56,            0.038147,             0.04096,           0.0059139,             0.44614,             0.45388,             0.40776,             0.21399,            0.041358,             0.03055,           0.0074148,            0.004555,            0.004555,            0.004555
                  57,            0.038078,            0.039813,           0.0054649,              0.4509,             0.43835,             0.42308,             0.22395,            0.041385,            0.030206,           0.0070146,            0.004456,            0.004456,            0.004456
                  58,            0.038278,            0.040539,           0.0051896,             0.43934,              0.4476,             0.41576,             0.21205,            0.041887,            0.031467,           0.0077604,            0.004357,            0.004357,            0.004357
                  59,            0.037426,            0.040119,            0.005305,             0.43397,             0.48121,             0.39835,             0.21376,            0.041727,            0.030405,           0.0076651,            0.004258,            0.004258,            0.004258
                  60,            0.038161,            0.039589,           0.0053777,             0.42296,             0.45852,             0.41681,             0.22655,            0.040967,            0.031059,           0.0076286,            0.004159,            0.004159,            0.004159
                  61,            0.037565,             0.04073,           0.0052209,             0.45815,             0.45386,             0.41575,              0.2352,            0.041335,            0.030829,           0.0071502,             0.00406,             0.00406,             0.00406
